Cp,D,Rs,X0,  0.9463E-12,-0.63328,-76.0235E+06,-120.047E+06
0,  0.9468E-12,-0.62614,-75.6079E+06,-120.753E+06
0,  0.9550E-12,-0.55876,-70.9635E+06,-127.003E+06
0,  0.9502E-12,-0.58030,-72.7097E+06,-125.297E+06
0,  0.9353E-12,-0.63167,-76.8285E+06,-121.628E+06
0,  0.9448E-12,-0.61478,-75.1577E+06,-122.251E+06
0,  0.9598E-12,-0.56371,-70.9355E+06,-125.837E+06
0,  0.9491E-12,-0.57618,-72.5416E+06,-125.902E+06
0,  0.9389E-12,-0.62632,-76.2577E+06,-121.756E+06
0,  0.9421E-12,-0.63212,-76.2977E+06,-120.701E+06
0,  0.9491E-12,-0.56057,-71.5279E+06,-127.598E+06
0,  0.9549E-12,-0.58170,-72.4407E+06,-124.532E+06
0,  0.9469E-12,-0.60732,-74.5702E+06,-122.785E+06
0,  0.9492E-12,-0.64789,-76.5172E+06,-118.102E+06
0,  0.9628E-12,-0.56589,-70.8532E+06,-125.207E+06
0,  0.9549E-12,-0.56788,-71.5667E+06,-126.025E+06
0,  0.9320E-12,-0.63715,-77.3891E+06,-121.461E+06
0,  0.9384E-12,-0.63074,-76.5278E+06,-121.330E+06
0,  0.9489E-12,-0.56259,-71.6723E+06,-127.398E+06
0,  0.9372E-12,-0.61649,-75.8566E+06,-123.046E+06
0,  0.9314E-12,-0.65458,-78.2999E+06,-119.619E+06
0,  0.9541E-12,-0.58410,-72.6480E+06,-124.376E+06
0,  0.9476E-12,-0.57510,-72.5860E+06,-126.214E+06
0,  0.9502E-12,-0.56889,-71.9904E+06,-126.546E+06
0,  0.9271E-12,-0.64263,-78.0793E+06,-121.500E+06
0,  0.9409E-12,-0.60985,-75.1888E+06,-123.291E+06
0,  0.9608E-12,-0.57140,-71.3534E+06,-124.874E+06
0,  0.9486E-12,-0.57169,-72.2886E+06,-126.448E+06
0,  0.9339E-12,-0.61102,-75.8191E+06,-124.086E+06
0,  0.9394E-12,-0.62999,-76.4067E+06,-121.281E+06
0,  0.9480E-12,-0.58477,-73.1556E+06,-125.102E+06
0,  0.9537E-12,-0.55751,-70.9742E+06,-127.306E+06
0,  0.9324E-12,-0.64221,-77.6075E+06,-120.845E+06
0,  0.9413E-12,-0.61618,-75.5147E+06,-122.553E+06
0,  0.9560E-12,-0.56369,-71.2174E+06,-126.341E+06
0,  0.9412E-12,-0.59313,-74.1959E+06,-125.091E+06
0,  0.9300E-12,-0.65330,-78.3576E+06,-119.941E+06
0,  0.9529E-12,-0.58156,-72.5857E+06,-124.812E+06
0,  0.9524E-12,-0.57724,-72.3551E+06,-125.346E+06
0,  0.9371E-12,-0.62583,-76.3763E+06,-122.041E+06
0,  0.9362E-12,-0.61919,-76.0910E+06,-122.889E+06
0,  0.9491E-12,-0.55921,-71.4326E+06,-127.738E+06
0,  0.9493E-12,-0.59256,-73.5270E+06,-124.084E+06
0,  0.9341E-12,-0.61962,-76.2864E+06,-123.118E+06
0,  0.9412E-12,-0.62013,-75.7381E+06,-122.133E+06
0,  0.9528E-12,-0.58170,-72.5995E+06,-124.806E+06
0,  0.9460E-12,-0.57061,-72.4194E+06,-126.917E+06
0,  0.9352E-12,-0.63983,-77.2617E+06,-120.754E+06
0,  0.9470E-12,-0.63049,-75.8227E+06,-120.259E+06
0,  0.9630E-12,-0.56280,-70.6377E+06,-125.512E+06
0,  0.9495E-12,-0.56882,-72.0347E+06,-126.639E+06
0,  0.9475E-12,-0.61804,-75.1228E+06,-121.550E+06
0,  0.9373E-12,-0.62160,-76.1352E+06,-122.483E+06
0,  0.9504E-12,-0.56922,-71.9973E+06,-126.484E+06
0,  0.9382E-12,-0.61309,-75.5892E+06,-123.292E+06
0,  0.9364E-12,-0.65035,-77.6817E+06,-119.446E+06
0,  0.9559E-12,-0.56866,-71.5422E+06,-125.809E+06
0,  0.9509E-12,-0.56657,-71.7873E+06,-126.705E+06
0,  0.9471E-12,-0.61481,-74.9780E+06,-121.953E+06
0,  0.9416E-12,-0.60801,-75.0330E+06,-123.408E+06
0,  0.9583E-12,-0.58394,-72.3211E+06,-123.851E+06
0,  0.9447E-12,-0.56985,-72.4708E+06,-127.176E+06
0,  0.9373E-12,-0.63755,-76.9723E+06,-120.731E+06
0,  0.9288E-12,-0.64119,-77.8609E+06,-121.432E+06
0,  0.9568E-12,-0.55642,-70.6735E+06,-127.015E+06
0,  0.9535E-12,-0.56734,-71.6421E+06,-126.277E+06
0,  0.9399E-12,-0.60389,-74.9296E+06,-124.078E+06
0,  0.9233E-12,-0.64867,-78.6997E+06,-121.325E+06
0,  0.9489E-12,-0.59551,-73.7327E+06,-123.815E+06
0,  0.9420E-12,-0.58578,-73.6821E+06,-125.785E+06
0,  0.9390E-12,-0.63382,-76.6437E+06,-120.924E+06
0,  0.9421E-12,-0.61695,-75.4875E+06,-122.357E+06
0,  0.9391E-12,-0.56915,-72.8580E+06,-128.012E+06
0,  0.9448E-12,-0.57773,-72.9662E+06,-126.298E+06
0,  0.9345E-12,-0.63641,-77.1394E+06,-121.209E+06
0,  0.9400E-12,-0.59047,-74.1333E+06,-125.549E+06
0,  0.9586E-12,-0.56697,-71.2330E+06,-125.638E+06
0,  0.9477E-12,-0.57559,-72.6088E+06,-126.146E+06
0,  0.9323E-12,-0.63408,-77.2045E+06,-121.759E+06
0,  0.9399E-12,-0.61379,-75.4940E+06,-122.995E+06
0,  0.9510E-12,-0.59042,-73.2680E+06,-124.095E+06
0,  0.9435E-12,-0.57988,-73.2059E+06,-126.243E+06
0,  0.9294E-12,-0.63067,-77.2694E+06,-122.520E+06
0,  0.9336E-12,-0.62129,-76.4211E+06,-123.003E+06
0,  0.9609E-12,-0.57262,-71.4249E+06,-124.733E+06
0,  0.9382E-12,-0.59888,-74.7762E+06,-124.861E+06
0,  0.9292E-12,-0.65706,-78.6036E+06,-119.629E+06
0,  0.9581E-12,-0.55389,-70.4116E+06,-127.122E+06
0,  0.9458E-12,-0.57899,-72.9657E+06,-126.022E+06
0,  0.9300E-12,-0.64282,-77.8387E+06,-121.089E+06
0,  0.9464E-12,-0.61804,-75.2065E+06,-121.685E+06
0,  0.9597E-12,-0.55822,-70.5783E+06,-126.436E+06
0,  0.9403E-12,-0.60532,-74.9808E+06,-123.869E+06
0,  0.9367E-12,-0.64329,-77.3116E+06,-120.181E+06
0,  0.9550E-12,-0.56568,-71.4223E+06,-126.259E+06
0,  0.9583E-12,-0.57055,-71.4861E+06,-125.293E+06
0,  0.9342E-12,-0.61320,-75.9239E+06,-123.816E+06
0,  0.9442E-12,-0.63297,-76.1708E+06,-120.340E+06
0,  0.9506E-12,-0.58782,-73.1461E+06,-124.436E+06
0,  0.9581E-12,-0.54683,-69.9244E+06,-127.872E+06
